"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101"
"323",2850,3371,3978,5052,6799,8403,10364,12600,14848,17639,20433,23419,26444,29477,32548,35945,39408,42514,45585,48210,50865,53197,55376,57419,59410,60967,62625,64036,65676,67132,68520,69705,70617,71349,71835,72600,73365,74141,74722,75451,75954,76467,76798,77056,77247,77532,77898,78289,78423,78496,78692,78729,78756,78854,78874,78969,78980,79065,79072,79082,79094,79102,79111,79122,79131,79139,79153,79166,79179,79202,79215,79233,79258,79275,79292,79308,79315,79319,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"324",1326,1406,1667,2395,3882,5730,7997,10358,12966,15857,19024,21980,25167,28600,32159,35589,38841,42524,45740,48472,51500,54036,56680,58674,60604,62384,63904,65405,66514,67696,69003,69913,70725,71671,72369,73097,73688,74192,74807,75367,75779,76158,76463,76751,77121,77416,77644,77908,78080,78148,78264,78313,78403,78434,78518,78665,78732,78760,78787,78818,78889,78907,78931,78951,78967,78982,78996,79009,79019,79029,79089,79099,79108,79114,79129,79149,79169,79179,79202,79222,79247,79265,79283,79308,79312,79326,79335,79340,79345,79346,79348,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"325",1128,1183,1388,2335,3741,5447,7555,10009,12866,15734,18792,22306,25665,28951,32237,35573,38605,41722,44752,47926,51192,53848,56095,58232,60599,62398,64300,65744,67064,68199,69275,70247,71177,72006,72732,73205,73925,74599,75204,75739,76139,76521,76859,77086,77360,77507,77635,77823,78074,78225,78378,78465,78610,78726,78798,78904,78956,79010,79159,79186,79265,79281,79296,79303,79352,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"326",1891,1992,2171,2950,4269,6208,8281,10488,12880,15659,18547,21515,24785,28506,32061,35417,38685,42023,44918,48276,50778,53310,55668,57990,59888,62480,64326,65511,66727,67534,68552,69635,70364,71100,71960,72514,73199,73715,74357,74877,75482,75779,76091,76319,76561,76688,76813,76931,77345,77426,77742,77820,77891,78013,78080,78130,78315,78372,78427,78487,78603,78649,78694,78729,78783,78893,78923,78961,78989,79075,79107,79134,79162,79183,79206,79286,79298,79310,79324,79332,79335,79337,79338,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"327",1035,1073,1264,1964,3292,4929,7171,9641,12359,15293,18084,21101,24550,28039,31567,34806,38259,41364,44342,47455,50414,53169,55422,57577,59479,61300,62997,64669,65934,67155,68106,69117,70169,70920,71774,72504,73195,73887,74488,75009,75545,76029,76386,76675,76944,77241,77435,77592,77869,77988,78109,78267,78366,78427,78482,78531,78631,78684,78784,78868,78921,78954,78991,79025,79049,79071,79134,79157,79176,79243,79267,79287,79309,79324,79337,79341,79346,79351,79354,79354,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"328",1326,1361,1520,2189,3087,4331,6053,8135,10293,12533,15143,17771,20785,24141,27452,30576,33719,37024,39984,43264,46147,49231,51576,54483,56952,59340,61653,63075,64787,65667,66845,67791,68853,69898,70898,71659,72525,73037,73681,74302,74641,74911,75251,75549,75725,76103,76477,76643,76816,77040,77163,77387,77497,77666,77762,77851,77936,78051,78230,78288,78348,78392,78487,78576,78659,78736,78760,78773,78809,78824,78896,78928,78956,78986,79024,79052,79074,79094,79115,79145,79174,79197,79218,79242,79249,79260,79324,79335,79339,79341,79347,79348,79401,79401,79401,79401,79401,79401,79401,79401,79401
"329",2145,2250,2430,2938,4055,5486,7234,9335,11301,13745,16463,19304,21946,25278,28285,31007,34893,38416,41510,44094,47328,50252,52695,54961,57105,58881,60596,62192,63470,64547,65758,67075,68122,69396,70312,71247,72035,72706,73151,73778,74489,74927,75404,75801,76177,76498,76784,77034,77212,77585,77852,78077,78189,78498,78643,78833,78929,79026,79111,79121,79195,79265,79333,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"330",1485,1582,1887,2617,3851,5393,7464,9666,12194,14831,17713,20910,23999,27222,30598,34034,37265,40377,43608,46871,49354,52137,54699,56927,58982,61018,62561,64170,65558,66627,67768,68963,69780,70770,71446,72222,72991,73689,74192,74896,75389,75696,76106,76630,76903,77180,77495,77641,77888,78028,78207,78299,78493,78665,78705,78836,78903,79080,79086,79095,79105,79115,79126,79147,79160,79178,79195,79211,79223,79243,79261,79277,79293,79308,79321,79331,79340,79343,79345,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"331",1891,1903,2125,2625,3586,4894,6825,8787,11336,14213,17109,20180,23429,26594,29640,33082,36238,39556,42752,46016,49171,51887,54752,57015,59270,61473,63057,64539,66201,67463,68660,69755,70925,71694,72847,73589,74123,74755,75310,75705,76122,76575,77106,77519,77856,78094,78267,78403,78542,78591,78839,78881,79057,79146,79175,79251,79266,79269,79337,79338,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"332",903,952,1088,1599,2390,3432,5121,6952,9205,11616,14114,16830,19625,22797,26001,29097,32237,35607,38623,41846,45134,47788,50576,53251,55695,57844,59965,62016,63800,65453,66841,68382,69621,70643,71932,72789,73713,74684,75381,76003,76458,77105,77436,77706,77862,78143,78514,78730,78841,78958,79035,79063,79081,79178,79312,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"333",325,436,714,1159,2038,3284,4975,6934,9171,11806,14378,16983,19775,22703,25546,28486,31524,34397,37151,40124,42768,45542,48095,50366,52668,54860,56948,58878,60603,62365,63882,65434,67044,68600,69941,71240,72343,73324,74142,75039,75623,76120,76678,77304,77809,78112,78397,78581,78700,78814,78917,78969,79087,79124,79196,79257,79275,79289,79327,79333,79340,79372,79374,79374,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"334",1596,1612,1792,2316,3285,4648,6315,8614,10823,13239,15716,18404,21420,24843,28049,30958,33854,36911,39979,43305,46387,49353,51680,54038,56535,58879,60801,62294,63523,64905,66415,67752,69099,70056,71105,72016,72819,73593,74153,74833,75391,75803,76258,76779,77213,77512,77896,78147,78273,78380,78594,78741,78936,79033,79056,79087,79126,79166,79194,79224,79245,79268,79277,79283,79285,79343,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"335",780,990,1158,1860,3012,4398,6183,8336,10662,13316,16265,19291,22603,25990,29533,32931,36140,39294,42796,46039,49299,52209,54665,57257,59469,61418,63021,64721,66123,67593,68770,70278,71203,72069,72854,73723,74351,74925,75318,75801,76246,76597,76795,77083,77252,77432,77603,77746,77953,78070,78159,78249,78313,78407,78453,78530,78574,78658,78690,78735,78781,78823,78871,78926,78972,79028,79075,79115,79156,79205,79272,79291,79307,79311,79318,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"336",1891,2168,2853,3630,4841,6584,8831,11073,13652,16383,19644,22828,26063,28893,32249,35524,38398,41455,44242,46978,49322,51969,54882,57407,59558,61250,63191,64615,66230,67594,68825,69971,71121,72308,73045,74233,74866,75576,75979,76630,77098,77393,77556,77692,77886,78004,78128,78296,78387,78419,78461,78496,78530,78624,78643,78670,78689,78709,78741,78764,78852,78880,78909,78931,78955,78975,78985,79000,79010,79083,79092,79101,79105,79112,79119,79127,79142,79151,79168,79190,79206,79223,79248,79271,79289,79307,79318,79324,79329,79335,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"337",1431,1695,2087,2716,3898,5453,7717,10106,12704,15317,18385,21345,24673,28300,31848,35128,38475,41679,44794,48046,50603,53184,55558,57902,60295,62192,63987,65639,67112,68166,69062,70124,71176,72195,73055,73734,74353,75083,75478,75922,76410,76720,76980,77179,77466,77621,77871,77948,78127,78196,78267,78382,78447,78523,78606,78692,78759,78812,78918,79015,79054,79098,79176,79220,79247,79264,79278,79285,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"338",1540,1633,2156,3231,4523,6428,8569,11083,13939,17358,20363,23706,26978,30321,33599,37118,40015,43172,46466,49414,52337,54646,57018,59043,61145,62928,64631,66090,67539,68734,69728,70964,72044,73149,74003,74756,75361,75922,76416,76770,77294,77627,77889,78094,78174,78516,78577,78628,78724,78810,78936,78946,78957,78962,79024,79028,79028,79032,79036,79042,79049,79051,79057,79070,79076,79080,79090,79098,79108,79117,79128,79143,79157,79173,79187,79200,79222,79242,79268,79292,79312,79324,79332,79338,79343,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"339",1485,1556,1805,2417,3323,4897,6671,8773,11422,14341,17377,20432,23473,27152,30487,34266,37854,41220,44404,47753,50855,53639,56050,58314,60153,62017,63662,65080,66308,67398,68827,69658,70657,71355,72370,72872,73471,73900,74582,74948,75199,75497,75924,76191,76387,76626,76762,76972,77172,77328,77502,77591,77691,77851,77997,78149,78275,78340,78384,78496,78596,78692,78787,78831,78878,78909,78942,78976,79007,79090,79108,79131,79149,79162,79235,79254,79267,79279,79297,79317,79333,79336,79342,79344,79344,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"340",1128,1157,1440,2008,3108,4547,6297,8408,10892,13612,16387,19310,22662,25638,28856,32269,35349,38558,41370,44482,47577,50750,53356,55687,57814,59712,61594,63212,64543,66011,67318,68155,69378,70433,71458,72096,72626,73306,74110,74645,75184,75558,75917,76396,76815,77113,77329,77498,77674,77842,78005,78296,78421,78544,78711,78773,78874,78966,79020,79099,79139,79171,79247,79262,79278,79342,79345,79349,79352,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"341",990,1079,1300,1780,2766,4229,6031,8087,10644,13075,15666,18581,21776,25170,28413,31639,34773,38164,41448,44650,47768,50801,53475,55671,57715,59904,61743,63288,64935,66387,67788,68904,70197,71226,72386,73264,73963,74863,75484,75931,76408,76748,77059,77379,77668,78015,78282,78481,78670,78842,78968,79040,79102,79173,79197,79307,79321,79334,79343,79349,79353,79354,79355,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"342",1596,1682,2097,3094,4594,6341,8347,10774,13278,16147,19196,22655,25804,28786,31722,35050,38488,41565,44235,47307,50375,52901,55187,57313,59814,62073,63762,64960,66512,68064,69089,70246,71192,71992,72744,73512,74337,74803,75166,75782,76285,76661,77175,77440,77836,78050,78290,78470,78532,78693,78800,78845,78871,78953,78982,79008,79079,79097,79170,79192,79215,79242,79275,79293,79310,79316,79327,79335,79343,79343,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"343",1653,1788,2258,3400,4936,6629,8718,11075,13757,16872,19952,22637,25992,29271,32802,35872,38995,41781,44572,47557,50243,52835,55388,57598,59724,61592,63410,64937,66345,67946,69029,70237,71427,72364,73108,74029,74821,75441,76091,76634,77015,77402,77643,78055,78265,78395,78532,78641,78694,78799,78853,78947,79047,79086,79114,79144,79174,79194,79228,79253,79272,79338,79341,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"344",820,1108,1819,3202,4899,7066,9463,12137,15003,18212,21441,24799,27859,31101,34582,37801,41021,43944,47046,49950,52438,54834,56842,58855,60722,62482,64232,65808,67139,68387,69566,70532,71485,72436,73204,74090,74866,75320,75961,76364,76755,77071,77384,77759,78009,78207,78341,78431,78581,78652,78767,78805,78850,78881,78960,78999,79035,79075,79111,79148,79203,79231,79293,79309,79328,79343,79355,79359,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"345",1176,1274,1754,2701,4060,5776,7952,10309,13199,15987,18940,22106,25381,28569,31914,35055,38235,41468,44611,47307,50388,53212,55573,57694,59854,61751,63743,65474,66864,68125,69295,70419,71387,72165,72940,73753,74537,75257,75853,76526,77067,77485,77726,78037,78289,78557,78711,78846,78955,79101,79220,79284,79296,79350,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"346",1225,1455,1849,2938,4216,6080,8305,10843,13293,15971,18729,21787,24965,28096,31010,34164,37381,40468,43446,46772,49520,52272,54567,57178,59037,60851,62729,64142,65302,66295,67193,68370,69108,69931,70769,71507,72226,73087,73886,74641,75130,75561,76070,76372,76923,77135,77516,77727,77955,78225,78362,78444,78706,78802,78988,79067,79090,79112,79133,79157,79188,79214,79293,79308,79327,79333,79343,79348,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"347",666,800,1303,2178,3464,5330,7578,9891,12665,15450,18376,21386,24414,27475,30565,33565,36436,39777,42803,45390,47927,50357,52515,54764,56653,58386,60138,61737,63166,64565,65846,66983,67963,68782,69698,70353,71122,71754,72503,73098,73650,74237,74791,75159,75459,75831,76213,76509,76754,77003,77210,77339,77465,77683,77853,77962,78147,78211,78266,78392,78444,78515,78556,78592,78666,78716,78759,78809,78855,78910,78960,79011,79048,79095,79173,79212,79240,79263,79290,79343,79350,79355,79361,79363,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"348",1081,1168,1561,2344,3591,5164,6986,9340,11885,14572,17727,20696,23907,27019,29849,32884,36110,39305,42302,45207,48236,51205,53527,55870,57989,59884,61689,63482,64716,66058,67175,68235,69044,70077,70911,71796,72441,73116,73777,74194,74652,75033,75492,75741,76028,76375,76621,76843,77087,77403,77540,77695,77851,78010,78106,78242,78342,78453,78511,78566,78620,78763,78841,78919,78941,78957,78977,78992,79057,79072,79086,79146,79158,79168,79185,79204,79227,79247,79273,79294,79310,79327,79335,79343,79349,79353,79353,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"349",595,741,1099,1837,3034,4539,6528,8912,11496,14048,16931,20094,23243,26306,29383,32703,35860,38960,41963,45016,47882,50753,53529,55937,57862,59636,61359,62991,64124,65322,66482,67616,68516,69446,70158,70841,71497,72066,72604,73213,73801,74524,75003,75359,75691,76015,76341,76711,76919,77166,77395,77546,77680,77808,77969,78076,78134,78221,78298,78339,78365,78471,78498,78564,78599,78644,78686,78722,78753,78780,78812,78830,78852,78915,78943,78975,79018,79055,79075,79103,79123,79144,79158,79174,79232,79254,79275,79307,79322,79339,79349,79354,79359,79363,79401,79401,79401,79401,79401,79401,79401
"350",1035,1062,1233,1712,2378,3464,4945,6636,8671,10930,13297,16019,18818,21568,24930,27783,30804,33755,36669,39882,42673,45394,48035,50432,52712,55106,57062,58886,60571,62197,63853,65449,66620,67895,69062,70342,71141,72125,72915,73568,74278,74743,75253,75771,76133,76621,76957,77234,77543,77836,77911,78124,78218,78370,78414,78497,78532,78626,78759,78797,78832,78875,78918,78949,78985,79010,79084,79103,79120,79142,79159,79215,79224,79238,79260,79281,79301,79317,79334,79340,79346,79353,79354,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"351",903,1123,1461,2198,3217,4959,6869,9197,11517,14062,16777,19324,22061,24747,27351,30179,32690,35499,38532,41156,43998,46608,48894,51209,53437,55206,57003,58564,60445,61910,63248,64437,65699,66697,67659,68471,69400,70392,71032,71832,72599,73179,73703,74172,74657,75113,75573,75833,76103,76309,76686,76864,77170,77303,77457,77570,77680,77918,77990,78122,78190,78246,78342,78390,78435,78573,78617,78663,78741,78800,78850,78892,78918,78967,79003,79068,79089,79110,79129,79196,79224,79245,79264,79289,79311,79328,79340,79343,79353,79357,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"352",741,840,1117,1604,2439,3749,5401,7471,9736,12125,14726,17361,20321,23300,26353,29243,32384,35440,38391,41161,43974,46654,49076,51337,53487,55578,57431,59446,61013,62520,63760,65065,66234,67739,68912,69785,70745,71520,72244,72864,73462,73924,74412,75013,75419,75961,76298,76551,76800,77032,77206,77470,77653,77872,77953,78146,78276,78382,78471,78523,78569,78624,78731,78812,78887,78923,78971,79020,79060,79093,79165,79203,79231,79259,79275,79290,79339,79348,79353,79357,79360,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
"353",2145,2179,2365,2935,3956,4947,6384,8066,10081,12173,14709,17300,19682,22786,25741,28406,31358,34056,36928,39281,41566,44326,46970,49464,51931,54194,56146,57986,59485,61217,62679,64131,65353,66305,67455,68438,69307,70389,71367,72158,72643,73255,73906,74379,74782,75169,75457,75917,76422,76716,76920,77231,77404,77640,77791,78036,78131,78270,78487,78542,78664,78771,78880,78918,78949,78970,79125,79146,79161,79186,79270,79296,79308,79319,79323,79328,79333,79334,79334,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401,79401
